,index,srv-user_autoscaler_requested_pods,srv-user_autoscaler_terminating_pods,srv-user_autoscaler_actual_pods,srv-user_activator_request_concurrency,srv-user_autoscaler_desired_pods,srv-user_autoscaler_stable_request_concurrency,srv-user_autoscaler_panic_request_concurrency,srv-user_autoscaler_target_concurrency_per_pod,srv-user_autoscaler_excess_burst_capacity,srv-user_container_cpu_usage_seconds_total
0,1752405926,0.0,1.0,0.0,1.0,0.0,-1e-06,0.0,70.0,-211.0,0.0017543515347724302
1,1752405931,0.0,1.0,0.0,1.0,0.0,-1e-06,0.0,70.0,-211.0,0.0012624212932466114
2,1752405936,0.0,1.0,0.0,1.0,0.0,-1e-06,0.0,70.0,-211.0,0.0009013977394058197
3,1752405941,0.0,1.0,0.0,1.0,0.0,-1e-06,0.0,70.0,-211.0,0.039071166281318646
4,1752405946,5.0,0.0,5.0,1.0,5.0,0.331652,0.005511,70.0,288.0,0.10432946307131256
5,1752405951,5.0,0.0,5.0,1.0,5.0,0.331652,0.005511,70.0,288.0,0.1172811354658702
6,1752405956,5.0,0.0,5.0,0.0,5.0,0.331652,0.005511,70.0,288.0,0.10403699548642713
7,1752405961,5.0,0.0,5.0,0.0,5.0,0.331652,0.005511,70.0,288.0,0.11394198035664402
8,1752405966,5.0,0.0,5.0,0.0,5.0,0.331652,0.005511,70.0,288.0,0.09891047440993325
9,1752405971,5.0,0.0,5.0,0.0,5.0,0.331652,0.005511,70.0,288.0,0.0925650678420612
10,1752405976,5.0,0.0,5.0,0.0,5.0,0.33316,0.00105,70.0,288.0,0.0887679832562132
11,1752405981,5.0,0.0,5.0,0.0,5.0,0.33316,0.00105,70.0,288.0,0.08422202546073239
12,1752405986,5.0,0.0,5.0,0.0,5.0,0.33316,0.00105,70.0,288.0,0.004304503172105668
13,1752405991,5.0,0.0,5.0,0.0,5.0,0.33316,0.00105,70.0,288.0,0.0045195326242206384
14,1752405996,5.0,0.0,5.0,0.0,5.0,0.33316,0.00105,70.0,288.0,0.004136298098135683
15,1752406001,5.0,0.0,5.0,0.0,5.0,0.33316,0.00105,70.0,288.0,0.004216157779983121
16,1752406006,5.0,0.0,5.0,0.0,5.0,0.00936,0.002083,70.0,288.0,0.003923800490835744
