,index,srv-user_autoscaler_requested_pods,srv-user_autoscaler_terminating_pods,srv-user_autoscaler_actual_pods,srv-user_activator_request_concurrency,srv-user_autoscaler_desired_pods,srv-user_autoscaler_stable_request_concurrency,srv-user_autoscaler_panic_request_concurrency,srv-user_autoscaler_target_concurrency_per_pod,srv-user_autoscaler_excess_burst_capacity,srv-user_container_cpu_usage_seconds_total_x,srv-user_container_cpu_usage_seconds_total_y
0,1753827839,0.0,0.0,0.0,0.0,0.0,-1e-06,0.0,14.0,-211.0,,
1,1753827844,0.0,0.0,0.0,0.0,0.0,-1e-06,0.0,14.0,-211.0,,
2,1753827849,0.0,0.0,0.0,0.0,0.0,-1e-06,0.0,14.0,-211.0,,
3,1753827854,0.0,0.0,0.0,0.0,0.0,-1e-06,0.0,14.0,-211.0,,
4,1753827859,0.0,0.0,0.0,0.0,0.0,-1e-06,0.0,14.0,-211.0,,
5,1753827864,0.0,0.0,0.0,0.0,0.0,-1e-06,0.0,14.0,-211.0,,
6,1753827869,0.0,0.0,0.0,0.0,0.0,-1e-06,0.0,14.0,-211.0,0.01077495730884196,0.01077495730884196
7,1753827874,1.0,0.0,1.0,0.0,1.0,0.842941,-1e-06,14.0,-191.0,0.013547983053707451,0.013547983053707451
8,1753827879,1.0,0.0,1.0,0.0,1.0,0.842941,-1e-06,14.0,-191.0,0.016321008798572942,0.016321008798572942
9,1753827884,1.0,0.0,1.0,0.0,1.0,0.842941,-1e-06,14.0,-191.0,0.011630390463656607,0.011630390463656607
10,1753827889,1.0,0.0,1.0,0.0,1.0,0.842941,-1e-06,14.0,-191.0,0.013291927886886682,0.013291927886886682
11,1753827894,1.0,0.0,1.0,0.0,1.0,0.842941,-1e-06,14.0,-191.0,0.014953465310116758,0.014953465310116758
12,1753827899,1.0,0.0,1.0,0.0,1.0,0.842941,-1e-06,14.0,-191.0,0.01146927886158614,0.01146927886158614
13,1753827904,1.0,0.0,1.0,0.0,1.0,0.487476,0.006935,14.0,-192.0,0.012601148361835185,0.012601148361835185
14,1753827909,1.0,0.0,1.0,0.0,1.0,0.487476,0.006935,14.0,-192.0,0.013582434002988543,0.013582434002988543
15,1753827914,1.0,0.0,1.0,0.0,1.0,0.487476,0.006935,14.0,-192.0,0.002881190972376181,0.002881190972376181
16,1753827919,1.0,0.0,1.0,0.0,1.0,0.487476,0.006935,14.0,-192.0,0.002881190972376181,0.002881190972376181
17,1753827924,1.0,0.0,1.0,0.0,1.0,0.487476,0.006935,14.0,-192.0,0.002881190972376181,0.002881190972376181
18,1753827929,1.0,0.0,1.0,0.0,1.0,0.487476,0.006935,14.0,-192.0,0.0034888420795555165,0.0034888420795555165
19,1753827934,1.0,0.0,1.0,0.0,1.0,0.173828,0.004129,14.0,-192.0,0.0034620225864638063,0.0034620225864638063
20,1753827939,1.0,0.0,1.0,0.0,1.0,0.173828,0.004129,14.0,-192.0,0.0034620225864638063,0.0034620225864638063
21,1753827944,1.0,0.0,1.0,0.0,1.0,0.173828,0.004129,14.0,-192.0,0.003257109241458922,0.003257109241458922
22,1753827949,1.0,0.0,1.0,0.0,1.0,0.173828,0.004129,14.0,-192.0,0.003257109241458922,0.003257109241458922
23,1753827954,1.0,0.0,1.0,0.0,1.0,0.173828,0.004129,14.0,-192.0,0.003257109241458922,0.003257109241458922
24,1753827959,1.0,0.0,1.0,0.0034947959031224585,1.0,0.173828,0.004129,14.0,-192.0,0.0029581222559945967,0.0029581222559945967
25,1753827964,1.0,0.0,1.0,0.0034947959031224585,1.0,0.139907,0.203707,14.0,-192.0,0.0029581222559945967,0.0029581222559945967
26,1753827969,1.0,0.0,1.0,0.0034947959031224585,1.0,0.139907,0.203707,14.0,-192.0,0.0029581222559945967,0.0029581222559945967
27,1753827974,1.0,0.0,1.0,0.0034947959031224585,1.0,0.139907,0.203707,14.0,-192.0,0.0022301575401836447,0.0022301575401836447
28,1753827979,1.0,0.0,1.0,0.0034947959031224585,1.0,0.139907,0.203707,14.0,-192.0,0.0026869278030063892,0.0026869278030063892
29,1753827984,1.0,0.0,1.0,0.0034947959031224585,1.0,0.139907,0.203707,14.0,-192.0,0.002686927803006389,0.002686927803006389
30,1753827989,1.0,0.0,1.0,0.03391086278086147,1.0,0.139907,0.203707,14.0,-192.0,0.003040173496335941,0.003040173496335941
31,1753827994,1.0,0.0,1.0,0.03391086278086147,1.0,0.107625,0.0072,14.0,-192.0,0.003141979185357977,0.003141979185357977
32,1753827999,1.0,0.0,1.0,0.03391086278086147,1.0,0.107625,0.0072,14.0,-192.0,0.003141979185357977,0.003141979185357977
33,1753828004,1.0,0.0,1.0,0.03391086278086147,1.0,0.107625,0.0072,14.0,-192.0,0.0033391818830970084,0.0033391818830970084
34,1753828009,1.0,0.0,1.0,0.03391086278086147,1.0,0.107625,0.0072,14.0,-192.0,0.0033391818830970084,0.0033391818830970084
35,1753828014,1.0,0.0,1.0,0.03391086278086147,1.0,0.107625,0.0072,14.0,-192.0,0.0033391818830970084,0.0033391818830970084
36,1753828019,1.0,0.0,1.0,0.009497885375861602,1.0,0.107625,0.0072,14.0,-192.0,0.003681685512291093,0.003681685512291093
37,1753828024,1.0,0.0,1.0,0.009497885375861602,1.0,0.060059,0.011012,14.0,-192.0,0.003681685512291093,0.003681685512291093
38,1753828029,1.0,0.0,1.0,0.009497885375861602,1.0,0.060059,0.011012,14.0,-192.0,0.0036816855122910924,0.0036816855122910924
39,1753828034,1.0,0.0,1.0,0.009497885375861602,1.0,0.060059,0.011012,14.0,-192.0,0.0034938396550206786,0.0034938396550206786
40,1753828039,1.0,0.0,1.0,0.009497885375861602,1.0,0.060059,0.011012,14.0,-192.0,0.0034938396550206786,0.0034938396550206786
41,1753828044,1.0,0.0,1.0,0.009497885375861602,1.0,0.060059,0.011012,14.0,-192.0,0.0034938396550206786,0.0034938396550206786
42,1753828049,1.0,0.0,1.0,0.003369315456230968,1.0,0.060059,0.011012,14.0,-192.0,0.003389029654654657,0.003389029654654657
43,1753828054,1.0,0.0,1.0,0.003369315456230968,1.0,0.109527,0.008599,14.0,-192.0,0.003389029654654657,0.003389029654654657
44,1753828059,1.0,0.0,1.0,0.003369315456230968,1.0,0.109527,0.008599,14.0,-192.0,0.003389029654654657,0.003389029654654657
