request_type,name,response_time,response_length,status_code
GET,/recommendations,6329.856654992909,212, 200
GET,/recommendations,347.0201619929867,212, 200
GET,/recommendations,2347.1563850034727,204, 200
GET,/hotels,5419.174758004374,902, 200
GET,/hotels,6699.583550987882,902, 200
GET,/hotels,769.8087009921437,902, 200
GET,/recommendations,26.399010996101424,204, 200
GET,/recommendations,125.9578510071151,204, 200
POST,/user,3130.0598540110514,64, 200
GET,/recommendations,41.73308600729797,215, 200
GET,/hotels,267.8047559893457,43, 200
GET,/hotels,1658.703722001519,902, 200
GET,/hotels,230.96852299931925,43, 200
GET,/hotels,267.768531004549,43, 200
GET,/recommendations,67.30508001055568,204, 200
GET,/hotels,364.3134700105293,43, 200
GET,/hotels,254.41896700067446,43, 200
GET,/recommendations,52.61471100675408,902, 200
GET,/hotels,2450.8519230003003,902, 200
GET,/hotels,2726.759384997422,902, 200
GET,/hotels,1915.0077149970457,43, 200
GET,/hotels,2371.1463950021425,902, 200
GET,/recommendations,26.35911300603766,212, 200
GET,/hotels,224.67249199689832,43, 200
GET,/hotels,1456.086463003885,43, 200
GET,/hotels,296.3918609893881,43, 200
GET,/recommendations,27.769476000685245,215, 200
GET,/recommendations,32.71818200300913,204, 200
GET,/recommendations,110.8645320055075,902, 200
GET,/hotels,997.7558989921818,43, 200
GET,/recommendations,20.213566996972077,204, 200
GET,/recommendations,75.97544300369918,215, 200
GET,/recommendations,59.27387699193787,204, 200
GET,/recommendations,96.81659600755665,204, 200
GET,/recommendations,21.946697001112625,902, 200
GET,/hotels,2780.652244007797,178, 500
GET,/hotels,4647.976873005973,178, 500
GET,/hotels,628.0262990039773,178, 500
GET,/hotels,3779.5254649972776,178, 500
GET,/hotels,1782.2330929921009,178, 500
GET,/hotels,7260.229862993583,178, 500
GET,/hotels,4886.692842002958,178, 500
GET,/hotels,6893.696413986618,178, 500
GET,/hotels,125.97843099501915,178, 500
GET,/hotels,839.1078410058981,178, 500
GET,/hotels,34.743165990221314,178, 500
GET,/hotels,796.0670000029495,902, 200
GET,/recommendations,19.879230007063597,204, 200
GET,/hotels,694.6885549987201,902, 200
GET,/hotels,279.60053000424523,902, 200
GET,/hotels,54.806120999273844,43, 200
GET,/recommendations,46.46831900754478,902, 200
GET,/hotels,81.81927200348582,43, 200
GET,/recommendations,38.87168700748589,204, 200
GET,/hotels,118.78844100283459,43, 200
GET,/recommendations,27.109439004561864,212, 200
GET,/hotels,84.59231800225098,43, 200
GET,/hotels,173.05270499491598,43, 200
GET,/recommendations,33.71637799136806,212, 200
GET,/hotels,544.6381039946573,43, 200
GET,/recommendations,41.47743000066839,217, 200
GET,/recommendations,72.39145098719746,204, 200
GET,/recommendations,46.477313997456804,204, 200
GET,/recommendations,19.993511989014223,902, 200
GET,/recommendations,28.07438900345005,204, 200
GET,/recommendations,46.7864410020411,902, 200
GET,/recommendations,21.81224900414236,211, 200
GET,/hotels,67.66275499830954,43, 200
GET,/recommendations,41.69005900621414,217, 200
GET,/hotels,129.98006399720907,43, 200
GET,/hotels,2721.059895004146,178, 500
GET,/hotels,3320.7052880025003,178, 500
GET,/hotels,36.70467699703295,178, 500
GET,/recommendations,19.803205999778584,902, 200
GET,/recommendations,21.262691006995738,902, 200
GET,/recommendations,40.61834698950406,902, 200
GET,/hotels,30.11492900259327,178, 500
GET,/recommendations,25.412597999093123,204, 200
GET,/recommendations,37.171222997130826,204, 200
GET,/recommendations,46.75641600624658,902, 200
GET,/hotels,247.6189430017257,43, 200
GET,/recommendations,37.05787799844984,212, 200
GET,/hotels,76.27947999571916,43, 200
GET,/hotels,80.79196899780072,43, 200
GET,/hotels,2530.805517002591,43, 200
GET,/recommendations,29.279369991854765,902, 200
GET,/recommendations,26.356942995334975,902, 200
GET,/hotels,218.67938501236495,902, 200
GET,/recommendations,34.70452099281829,204, 200
GET,/hotels,230.9607539937133,902, 200
GET,/hotels,38.18164599942975,43, 200
GET,/hotels,95.00163199845701,43, 200
GET,/recommendations,37.779189995490015,212, 200
GET,/hotels,341.2981550063705,902, 200
GET,/recommendations,35.02951799600851,204, 200
GET,/hotels,718.8644980051322,902, 200
GET,/recommendations,49.512769997818395,902, 200
GET,/hotels,55.7690179994097,43, 200
GET,/hotels,57.42805999761913,43, 200
GET,/recommendations,27.19376000459306,902, 200
GET,/hotels,299.22868599533103,902, 200
GET,/recommendations,34.13387200271245,902, 200
GET,/recommendations,44.1899290017318,902, 200
GET,/recommendations,25.110312999458984,214, 200
GET,/hotels,158.23348199774045,902, 200
GET,/hotels,60.15366599604022,43, 200
GET,/recommendations,37.34907400212251,211, 200
GET,/hotels,505.0808599917218,560, 200
GET,/recommendations,28.19345600437373,902, 200
GET,/hotels,36.03863299940713,43, 200
GET,/recommendations,39.24925900355447,204, 200
GET,/hotels,331.1569389916258,902, 200
GET,/hotels,300.27689300186466,902, 200
GET,/hotels,76.03447300789412,43, 200
GET,/hotels,233.97363298863638,902, 200
